property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,30_sep_cases,last_14_days_cases,last_30_days_cases,last_60_days_cases
91013,-37.963154,145.077488,8 Farm Road,CHELTENHAM,YARRA RANGES,19866,2.04965,40,1,5,3,2,1
87747,-37.942817,145.006174,44 Linacre Road,HAMPTON,WYNDHAM,19949,0.67882,Not available,0,99,45,34,20
64494,-37.79657,145.296856,42 Ruskin Avenue,CROYDON,CARDINIA,19878,1.43567,42,1,25,10,5,3
83956,-37.855703,145.007415,39 Highbury Grove,PRAHRAN,BOROONDARA,19946,0.79173,14,1,12,3,2,1
77259,-37.933455,145.101342,51 Bunney Road,CLARINDA,BULOKE,19915,1.94766,31,1,0,0,0,0
31451,-37.754715,145.011917,74a Pender Street,THORNBURY,LATROBE,20014,1.17516,31,1,2,2,1,0
93226,-38.000913,145.102844,32 Purtell Close,MORDIALLOC,PORT PHILLIP,19863,1.47389,48,1,25,9,5,3
92295,-37.982958,145.053265,41 Sea Parade,MENTONE,WEST WIMMERA,19865,1.05125,43,1,0,0,0,0
95281,-37.923193,145.027567,24 Tovan-Akas Avenue,BENTLEIGH,HOBSONS BAY,19938,0.72733,32,1,20,15,15,10
95692,-37.903763,145.031364,39 O'Loughlan Street,ORMOND,MOIRA,19941,0.72718,27,1,0,0,0,0
33050,-37.742867,144.991453,62 Leicester Street,PRESTON,BOROONDARA,20013,0.82265,33,1,12,3,2,1
51679,-37.78056,145.129532,8 Lansell Drive,DONCASTER,MORELAND,20042,4.36237,22,1,111,55,48,25
92970,-38.019727,145.105468,21 Connewarra Avenue,ASPENDALE,YARRIAMBIACK,19862,0.88342,51,1,0,0,0,0
1577,-37.822044,144.84195,1/16 Conifer Avenue,BROOKLYN,WANGARATTA,20022,3.13804,17,1,0,0,0,0
75435,-37.891608,145.054485,73 Truganini Road,CARNEGIE,MELBOURNE,19920,0.69712,20,1,23,12,8,5
56738,-37.852509,145.120007,48 Station Street,BURWOOD,MARIBYRNONG,19840,2.44907,Not available,0,22,7,5,3
62085,-37.802914,145.242495,51 Sonia Street,RINGWOOD,MACEDON RANGES,19879,1.21405,38,1,1,1,1,0
12212,-37.700832,144.744609,12 David Circuit,HILLSIDE,GREATER DANDENONG,20000,2.60473,34,1,36,10,6,3
21583,-37.755581,144.952515,81 Rose Street,BRUNSWICK,MARIBYRNONG,19966,0.82827,21,1,22,7,5,3
24409,-37.692845,144.959545,42 Hedley Street,FAWKNER,MONASH,19961,0.87395,30,1,16,5,3,2
29480,-37.76403,144.988785,153 BEACONSFIELD PARADE,NORTHCOTE,MURRINDINDI,20015,0.72793,29,1,0,0,0,0
62264,-37.774699,145.241611,70 Little John Road,WARRANWOOD,MACEDON RANGES,19878,4.13439,42,1,1,1,1,0
51796,-37.798648,145.215523,143 Glenvale Road,DONVALE,CASEY,19902,2.25403,34,1,69,23,14,7
4554,-37.843414,144.875396,57 Agg Street,NEWPORT,MANSFIELD,19994,0.72533,Not available,0,0,0,0,0
68686,-37.863448,145.024664,9 Bailey Avenue,ARMADALE,BRIMBANK,19944,0.5129,18,1,77,36,21,12
46067,-37.714081,145.132594,4 Tahlee Place,MONTMORENCY,PORT PHILLIP,19986,0.98488,48,1,25,9,5,3
31176,-37.755638,145.003939,35 Flinders Street,THORNBURY,LATROBE,20014,0.47688,31,1,2,2,1,0
94351,-37.957909,145.079344,3 Pine Valley Place,HEATHERTON,SOUTH GIPPSLAND,19866,2.38302,40,1,2,0,0,0
20262,-37.795137,144.971852,97-101 Kay Street,CARLTON,STRATHBOGIE,19843,1.77432,2,1,0,0,0,0
96638,-37.998659,145.264826,21 Thanos Court,HALLAM,GLEN EIRA,19885,2.16805,50,1,15,4,2,1
64836,-37.784853,145.302194,70 Mount View Parade,CROYDON,CARDINIA,19877,0.89817,46,1,25,10,5,3
37042,-37.641441,145.024629,2/16 Young Street,EPPING,FRANKSTON,20005,1.31115,51,1,3,3,2,1
17741,-37.699809,144.907252,80 Valley Crescent,GLENROY,WYNDHAM,20031,0.91912,30,1,99,45,34,20
52022,-37.826637,144.995895,1 Chestnut Street,CREMORNE,WELLINGTON,19907,0.10624,Not available,0,0,0,0,0
53387,-37.817192,145.005849,49 Gardner Street,RICHMOND,EAST GIPPSLAND,19906,1.16387,8,1,1,0,0,0
92671,-38.001003,145.098007,13 / 117A McDonald Street,MORDIALLOC,PORT PHILLIP,19863,1.09983,48,1,25,9,5,3
96666,-38.00045,145.254426,25 Carlisle Rd,HALLAM,GLEN EIRA,19885,2.34889,50,1,15,4,2,1
14169,-37.75703,144.895856,26A Fawkner Street,ABERFELDIE,MITCHELL,20037,1.79383,16,1,14,5,3,1
70406,-37.880841,145.105161,1 Inga Court,CHADSTONE,MELTON,19840,1.00984,Not available,0,87,30,19,10
17208,-37.707603,144.943804,40 Angus Street,HADFIELD,WYNDHAM,19961,1.53489,30,1,99,45,34,20
30819,-37.760092,145.010843,164A Raleigh Street,THORNBURY,LATROBE,20014,1.21703,31,1,2,2,1,0
90838,-37.958703,145.048643,56 Tulip Grove,CHELTENHAM,YARRA RANGES,19866,1.02569,40,1,5,3,2,1
65207,-37.800538,145.306021,2/1 Ervin Road,KILSYTH,SURF COAST,19877,1.84507,46,1,1,0,0,0
76813,-37.923148,145.112007,37 Ormond Road,CLAYTON,HINDMARSH,19915,0.76803,31,1,0,0,0,0
59281,-37.809936,145.203464,10 Ashburton Drive,MITCHAM,PORT PHILLIP,19901,1.29108,32,1,25,9,5,3
50608,-37.753716,145.125187,63 Atkinson Street,TEMPLESTOWE,MOUNT ALEXANDER,19986,4.28897,48,1,0,0,0,0
41147,-37.707911,145.057316,8 Bismarck Court,BUNDOORA,WODONGA,19983,2.26822,39,1,3,0,0,0
38172,-37.769229,145.020124,265A Station Street,FAIRFIELD,NILLUMBIK,19930,1.1424,26,1,4,2,1,1
71822,-37.858276,145.23555,8 Roehampton Avenue,WANTIRNA,CENTRAL GOLDFIELDS,19870,3.4054,41,1,0,0,0,0
34133,-37.7164,145.010502,1D Marchant Avenue,RESERVOIR,EAST GIPPSLAND,20010,0.31343,40,1,1,0,0,0
96351,-37.596156,144.927664,40 Alma Road,CRAIGIEBURN,YARRA RANGES,40221,1.51783,41,1,5,3,2,1
81800,-37.986572,145.23941,148 Power Road,DOVETON,HINDMARSH,19888,2.63165,46,1,0,0,0,0
20825,-37.767187,144.965417,229 Victoria Street,BRUNSWICK,MARIBYRNONG,19968,0.51649,16,1,22,7,5,3
46863,-37.715517,145.163513,21 Marlow Place,ELTHAM,FRANKSTON,19987,1.39899,52,1,3,3,2,1
42605,-37.7466,145.090171,8 Greenwich Place,VIEWBANK,MANNINGHAM,19936,2.15545,36,1,11,7,4,2
76554,-37.918156,145.141827,13 Cambro Road,CLAYTON,HINDMARSH,19915,2.00596,31,1,0,0,0,0
38434,-37.781106,145.030874,730a Heidelberg Road,ALPHINGTON,BANYULE,19931,0.30379,28,1,22,13,7,4
34011,-37.730739,145.0241,17 Steane Street,RESERVOIR,EAST GIPPSLAND,20011,1.89562,37,1,1,0,0,0
7390,-37.729207,144.820046,3 Embank Court,KEALBA,BASS COAST,20001,2.31622,31,1,0,0,0,0
88892,-37.947742,145.035566,441 Highett Road,HIGHETT,GREATER DANDENONG,19872,0.55873,37,1,36,10,6,3
10667,-37.795971,144.933788,54 Hardiman Street,KENSINGTON,SOUTH GIPPSLAND,19972,0.28242,9,1,2,0,0,0
82869,-37.901965,145.266404,7 Fairway Drive,ROWVILLE,BALLARAT,19868,3.39292,46,1,2,1,1,0
64685,-37.778843,145.297991,58 The Range Boulevard,CROYDON,CARDINIA,19877,1.42821,46,1,25,10,5,3
63586,-37.786095,145.285751,15 Henry Road,CROYDON,CARDINIA,19878,1.13448,42,1,25,10,5,3
90961,-37.96433,145.085214,7 Helen  Court,CHELTENHAM,YARRA RANGES,19865,2.62778,43,1,5,3,2,1
27922,-37.591035,144.906457,9 Grosvenor Square,CRAIGIEBURN,YARRA RANGES,40221,3.46578,41,1,5,3,2,1
54157,-37.821856,145.04367,17 Allen Street,HAWTHORN,YARRA,19903,0.20044,14,1,15,8,5,3
24013,-37.691099,144.962041,14A Janice Court,FAWKNER,MONASH,19961,1.10218,30,1,16,5,3,2
76066,-37.901359,145.096515,3/5 Heath Avenue,OAKLEIGH,WANGARATTA,19917,0.72922,26,1,0,0,0,0
52081,-37.826105,144.998749,10 Wiltshire Street,RICHMOND,EAST GIPPSLAND,19907,0.15161,Not available,0,1,0,0,0
85197,-37.879581,145.011709,10 Bayview Street,ELSTERNWICK,MORELAND,19954,1.11073,Not available,0,111,55,48,25
67576,-37.773388,145.353483,55 Lakeview Drive,LILYDALE,FRANKSTON,19876,2.0531,51,1,3,3,2,1
78521,-37.944698,145.16597,10 Hodgkinson Court,SPRINGVALE,GREATER BENDIGO,19913,1.22239,36,1,0,0,0,0
27452,-37.574806,144.932434,6 Windrock Avenue,CRAIGIEBURN,YARRA RANGES,40221,3.15639,41,1,5,3,2,1
84129,-37.851646,144.987412,51 Andrew Street,WINDSOR,MAROONDAH,19958,0.32004,Not available,0,23,4,2,1
41895,-37.751242,145.072161,23 Hodgson Street,HEIDELBERG,MONASH,19936,1.07125,36,1,16,5,3,2
58948,-37.8269,145.181946,4 Dagola Avenue,NUNAWADING,STONNINGTON,19899,0.93601,28,1,19,4,3,1
21097,-37.763008,144.97056,34 Victoria Grove,BRUNSWICK,MARIBYRNONG,19967,0.89107,18,1,22,7,5,3
20524,-37.768748,144.963988,14 McIver Street,BRUNSWICK,MARIBYRNONG,19968,0.40384,16,1,22,7,5,3
47751,-37.798282,145.035946,108 Pakington Street,KEW,SOUTH GIPPSLAND,19931,2.25205,28,1,2,0,0,0
70944,-37.842576,145.232409,1 Casey Court,WANTIRNA,CENTRAL GOLDFIELDS,19871,1.91256,37,1,0,0,0,0
56155,-37.847593,145.101124,11 Warren Street,BURWOOD,MARIBYRNONG,19849,1.86497,25,1,22,7,5,3
37766,-37.636782,145.033927,8 Daimler Court,EPPING,FRANKSTON,20005,1.7692,51,1,3,3,2,1
51731,-37.780999,145.108603,9 Tudor Road,DONCASTER,MORELAND,19896,4.28617,25,1,111,55,48,25
82269,-37.985068,145.24574,50 Louis Street,DOVETON,HINDMARSH,19888,3.20644,46,1,0,0,0,0
18084,-37.687901,144.909465,12 Gavin Street,JACANA,ALPINE,20031,0.98188,30,1,0,0,0,0
89427,-37.954632,145.020883,292 Bluff Road,SANDRINGHAM,PYRENEES,19948,1.51056,Not available,0,0,0,0,0
15949,-37.707073,144.895904,14 Seggan Circle,GOWANBRAE,WYNDHAM,20032,1.89841,28,1,99,45,34,20
63833,-37.796495,145.292973,2 Worrall Street,CROYDON,CARDINIA,19878,1.09492,42,1,25,10,5,3
34773,-37.72874,145.021583,36 Ashton Street,RESERVOIR,EAST GIPPSLAND,20011,1.65655,37,1,1,0,0,0
80511,-37.983892,145.185555,8 Gemini Court,KEYSBOROUGH,KINGSTON,19889,0.82168,42,1,13,4,2,1
62039,-37.791328,145.249618,5 Carmen Court,RINGWOOD,MACEDON RANGES,19879,2.29809,38,1,1,1,1,0
12724,-37.712982,144.768677,23 Dandarriga Way,DELAHEY,BULOKE,20000,1.4057,34,1,0,0,0,0
29624,-37.776398,145.008011,19 Oxford Street,NORTHCOTE,MURRINDINDI,19929,0.31119,24,1,0,0,0,0
83839,-37.851425,144.99409,3 Hillingdon Place,PRAHRAN,BOROONDARA,19958,0.42812,Not available,0,12,3,2,1
35550,-37.697166,145.013992,75 Liston Avenue,RESERVOIR,EAST GIPPSLAND,20008,0.31596,44,1,1,0,0,0
15829,-37.741483,144.885413,7 George Street,NIDDRIE,MANSFIELD,20037,3.15557,16,1,0,0,0,0
35521,-37.697148,145.029028,72 Tunaley Parade,RESERVOIR,EAST GIPPSLAND,20008,1.53123,44,1,1,0,0,0
69489,-37.870569,145.106561,12 Electra Avenue,ASHWOOD,DAREBIN,19840,0.59174,Not available,0,41,22,15,8
95562,-37.904514,145.051025,33 Garfield Avenue,ORMOND,MOIRA,19941,1.01279,27,1,0,0,0,0
95403,-37.909056,145.042974,283 Jasper Road,MCKINNON,HORSHAM,19940,0.43364,28,1,0,0,0,0
19645,-37.673115,144.889771,20 Cobblestone Drive,ATTWOOD,MOYNE,20030,2.85228,32,1,0,0,0,0
14381,-37.760173,144.892333,38 Allan Street,ABERFELDIE,MITCHELL,20037,2.15074,16,1,14,5,3,1
41471,-37.768276,145.056616,11 Menzie Grove,EAGLEMONT,MORELAND,19934,0.57268,33,1,111,55,48,25
35673,-37.710926,145.015916,85 McMahon Road,RESERVOIR,EAST GIPPSLAND,20009,0.6567,41,1,1,0,0,0
40927,-37.702963,145.058556,6 Edro Court,BUNDOORA,WODONGA,19984,2.39418,42,1,3,0,0,0
30606,-37.757875,144.998942,11 Smith Street,THORNBURY,LATROBE,20014,0.31596,31,1,2,2,1,0
63588,-37.805986,145.283411,15 Jesmond Road,CROYDON,CARDINIA,19878,1.20007,42,1,25,10,5,3
81011,-37.980354,145.205267,21 Fifth Avenue,DANDENONG,CARDINIA,19888,1.13944,46,1,25,10,5,3
20625,-37.774544,144.969026,167 Edward Street,BRUNSWICK,MARIBYRNONG,19969,0.90841,15,1,22,7,5,3
89055,-37.947628,145.043168,9 Henry Street,HIGHETT,GREATER DANDENONG,19872,0.14428,37,1,36,10,6,3
47932,-37.812032,145.041772,15 Scott Street,KEW,SOUTH GIPPSLAND,19904,1.15021,12,1,2,0,0,0
75117,-37.888306,145.07074,3A Wahroongaa Road,MURRUMBEENA,MOIRA,19919,0.36301,22,1,0,0,0,0
90914,-37.971272,145.080885,63 Nancy Street,CHELTENHAM,YARRA RANGES,19865,1.81468,43,1,5,3,2,1
51330,-37.782223,145.143494,37 Fromhold Drive,DONCASTER,MORELAND,19898,4.25198,26,1,111,55,48,25
39636,-37.699104,145.077993,132 Cameron Parade,BUNDOORA,WODONGA,19984,1.41498,42,1,3,0,0,0
38859,-37.760783,145.050517,351 Upper Heidelberg Road,IVANHOE,BASS COAST,19934,0.43383,33,1,0,0,0,0
79250,-37.944635,145.165526,6 Hodgkinson Court,SPRINGVALE,GREATER BENDIGO,19913,1.19068,36,1,0,0,0,0
52132,-37.825967,145.007979,11 Farmer Street,RICHMOND,EAST GIPPSLAND,19906,0.18123,8,1,1,0,0,0
21315,-37.757908,144.972097,5 McPherson Street,BRUNSWICK,MARIBYRNONG,19966,0.98122,21,1,22,7,5,3
11678,-37.725918,144.836105,11 Garden Avenue,KEILOR,ARARAT,20001,3.74891,31,1,0,0,0,0
40931,-37.700331,145.079526,6 Glennden Court,BUNDOORA,WODONGA,19984,1.24123,42,1,3,0,0,0
67186,-37.756404,145.359153,2 Towers Road,LILYDALE,FRANKSTON,19876,1.0119,51,1,3,3,2,1
31214,-37.755409,144.99501,38A Hutton Street,THORNBURY,LATROBE,20014,0.31593,31,1,2,2,1,0
33187,-37.737522,145.005539,79 Beauchamp Street,PRESTON,BOROONDARA,20012,0.45989,35,1,12,3,2,1
48371,-37.799911,145.034475,38 Eglinton Street,KEW,SOUTH GIPPSLAND,19904,2.40574,12,1,2,0,0,0
3942,-37.821618,144.885475,9 Morven Street,YARRAVILLE,MITCHELL,19996,0.75228,Not available,0,14,5,3,1
31848,-37.747603,145.003108,13 Yann Street,PRESTON,BOROONDARA,20013,0.34521,33,1,12,3,2,1
60118,-37.824806,145.202133,59 Cochrane Street,MITCHAM,PORT PHILLIP,19901,1.1448,32,1,25,9,5,3
231,-37.804829,144.890213,110 Pilgrim Street,SEDDON,EAST GIPPSLAND,20024,0.2814,13,1,1,0,0,0
68941,-37.863611,145.035713,220 Wattletree Road,MALVERN,BAW BAW,19944,0.63619,18,1,3,0,0,0
23107,-37.736251,144.959558,7 Stawell Street,COBURG,MOONEE VALLEY,19964,0.41921,25,1,41,18,12,6
23885,-37.710282,144.968274,10 Lock St,FAWKNER,MONASH,19962,0.83461,28,1,16,5,3,2
31605,-37.748334,145.018814,1 Neale Street,PRESTON,BOROONDARA,20013,1.67111,33,1,12,3,2,1
55852,-37.843919,145.088785,60 Through Road,CAMBERWELL,MELBOURNE,19849,1.11939,25,1,23,12,8,5
43108,-37.713679,145.067651,35 Bella Vista Close,MACLEOD,WANGARATTA,19983,1.37918,39,1,0,0,0,0
33661,-37.718785,144.99428,117 Henty Street,RESERVOIR,EAST GIPPSLAND,20010,1.1395,40,1,1,0,0,0
49510,-37.80572,145.099793,42 Fitzgerald Street,BALWYN,HOBSONS BAY,19896,1.60704,25,1,20,15,15,10
46423,-37.695921,145.17313,103 Kalbar Road,ELTHAM,FRANKSTON,19988,2.82877,56,1,3,3,2,1
70134,-37.865843,145.095588,49 High Street Road,ASHWOOD,DAREBIN,19839,1.04651,Not available,0,41,22,15,8
67501,-37.750099,145.342049,47A Beresford Road,LILYDALE,FRANKSTON,19876,0.7824,51,1,3,3,2,1
60925,-37.833722,145.185116,75 Betula Avenue,VERMONT,CENTRAL GOLDFIELDS,19899,1.71487,28,1,0,0,0,0
17804,-37.708173,144.937786,87 West Street,HADFIELD,WYNDHAM,20033,1.79903,26,1,99,45,34,20
21679,-37.744933,144.969955,1 Budds Street,COBURG,MOONEE VALLEY,19965,0.64994,23,1,41,18,12,6
66696,-37.772858,145.310333,77 Highview Drive,MOOROOLBARK,WEST WIMMERA,19877,1.33615,46,1,0,0,0,0
90803,-37.97065,145.072118,51 Follett Road,CHELTENHAM,YARRA RANGES,19865,1.38953,43,1,5,3,2,1
21789,-37.75479,144.976629,107 Moore Street,COBURG,MOONEE VALLEY,19966,1.30354,21,1,41,18,12,6
56530,-37.846011,145.130016,3 Abrahams Court,BURWOOD,MARIBYRNONG,19897,2.9616,27,1,22,7,5,3
70889,-37.881812,145.093129,8 Drummond Street,CHADSTONE,MELTON,19839,0.85284,Not available,0,87,30,19,10
12544,-37.706635,144.775222,2 Canterbury Lane,SYDENHAM,HEPBURN,20000,0.61977,34,1,-1,0,0,0
95155,-37.907749,145.028778,21 Capitol Avenue,MCKINNON,HORSHAM,19940,0.88342,28,1,0,0,0,0
46407,-37.70077,145.162601,10 Ridgeview Street,ELTHAM,FRANKSTON,19987,1.92816,52,1,3,3,2,1
81909,-37.994431,145.236889,2 Magnolia Grove,DOVETON,HINDMARSH,19888,2.43426,46,1,0,0,0,0
54053,-37.823888,145.037632,12 Launder Street,HAWTHORN,YARRA,19904,0.28922,12,1,15,8,5,3
89096,-37.949272,145.021249,1/307 Bluff Road,SANDRINGHAM,PYRENEES,19948,1.46955,Not available,0,0,0,0,0
59539,-37.806393,145.196893,1A McKeon Road,MITCHAM,PORT PHILLIP,19900,1.36361,31,1,25,9,5,3
29677,-37.771023,144.999939,20 Lawry Street,NORTHCOTE,MURRINDINDI,20016,0.42996,28,1,0,0,0,0
69218,-37.866126,145.033958,57 Claremont Avenue,MALVERN,BAW BAW,19944,0.41012,18,1,3,0,0,0
29299,-37.775846,144.993218,117 Clarke Street,NORTHCOTE,MURRINDINDI,20017,0.22375,26,1,0,0,0,0
13843,-37.741478,144.898524,141 Cooper Street,ESSENDON,NILLUMBIK,20036,2.07363,19,1,4,2,1,1
86373,-37.903429,145.005373,22 Oakwood Avenue,BRIGHTON,HUME,19952,0.29233,Not available,0,332,227,156,80
73722,-37.851675,145.27939,44 Woodmason Road,BORONIA,TOWONG,19869,1.07112,44,1,0,0,0,0
90453,-37.960081,145.058166,2A Radcliff Avenue,CHELTENHAM,YARRA RANGES,19866,0.79685,40,1,5,3,2,1
72731,-37.866437,145.286198,1/2 Douglas Street,BORONIA,TOWONG,19869,0.68504,44,1,0,0,0,0
93602,-37.999893,145.093735,69 Chute Street,MORDIALLOC,PORT PHILLIP,19863,0.91572,48,1,25,9,5,3
42822,-37.714156,145.063264,13 Gresswell Road,MACLEOD,WANGARATTA,19983,1.41771,39,1,0,0,0,0
82963,-37.892201,145.251738,1/18 David Street,KNOXFIELD,SOUTHERN GRAMPIANS,19868,3.99761,46,1,0,0,0,0
22302,-37.747305,144.952814,212 Reynard Street,COBURG,MOONEE VALLEY,19965,1.07829,23,1,41,18,12,6
68748,-37.859016,145.031876,11 Irving Street,MALVERN,BAW BAW,19944,0.83698,18,1,3,0,0,0
42172,-37.747252,145.063386,38 St James Road,HEIDELBERG,MONASH,19936,0.54386,36,1,16,5,3,2
89656,-37.957876,145.011635,73 Fernhill Road,SANDRINGHAM,PYRENEES,19948,1.04454,Not available,0,0,0,0,0
24167,-37.718031,144.971493,21 Argyle Street,FAWKNER,MONASH,19963,0.95281,27,1,16,5,3,2
76396,-37.897469,145.084534,72 Willesden Road,HUGHESDALE,BASS COAST,19917,0.46301,26,1,0,0,0,0
54327,-37.818215,145.024134,27 Connell Street,HAWTHORN,YARRA,19905,0.41639,10,1,15,8,5,3
45953,-37.719809,145.120602,20 Astley Street,MONTMORENCY,PORT PHILLIP,19986,0.50875,48,1,25,9,5,3
12468,-37.704048,144.767792,18 Farmhouse Court,SYDENHAM,HEPBURN,20000,0.64978,34,1,-1,0,0,0
59116,-37.807194,145.168127,71 Junction Road,NUNAWADING,STONNINGTON,19899,1.60685,28,1,19,4,3,1
17621,-37.704198,144.925864,7 St Agnes Court,GLENROY,WYNDHAM,20032,0.76219,28,1,99,45,34,20
94593,-37.913528,145.025086,10 Yawla Street,BENTLEIGH,HOBSONS BAY,19939,1.13226,30,1,20,15,15,10
92735,-37.992523,145.07813,149 Parkers Road,PARKDALE,STONNINGTON,19864,0.16986,45,1,19,4,3,1
24214,-37.702505,144.964427,24 McDougall Street,FAWKNER,MONASH,19961,0.52965,30,1,16,5,3,2
41113,-37.713953,145.036512,73 Dunne Street,KINGSBURY,ALPINE,20009,2.47103,41,1,0,0,0,0
89451,-37.953327,145.020802,314 Bluff Road,SANDRINGHAM,PYRENEES,19948,1.46407,Not available,0,0,0,0,0
38094,-37.782221,145.017376,2/24 Station Street,FAIRFIELD,NILLUMBIK,19930,0.34201,26,1,4,2,1,1
83943,-37.849242,144.987242,37 Perth Street,PRAHRAN,BOROONDARA,19958,0.23216,Not available,0,12,3,2,1
78961,-37.940704,145.149719,31 Lewis Street,SPRINGVALE,GREATER BENDIGO,19914,0.98699,33,1,0,0,0,0
5095,-37.86358,144.843746,26 Stirling Avenue,SEAHOLME,WHITEHORSE,19927,0.534,Not available,0,12,1,1,1
67,-37.830323,144.969725,1116/22 Dorcas Street,SOUTHBANK,GREATER SHEPPARTON,19854,1.35967,7,1,5,0,2,2
22451,-37.752894,144.961182,27 Station Street,COBURG,MOONEE VALLEY,19966,0.18586,21,1,41,18,12,6
79217,-37.952125,145.144231,56 Princess Avenue,SPRINGVALE,GREATER BENDIGO,19913,0.86019,36,1,0,0,0,0
33898,-37.725403,145.031509,15/2 Gremel Road,RESERVOIR,EAST GIPPSLAND,20010,2.35754,40,1,1,0,0,0
8748,-37.885182,144.757004,1 John Wedge Place,SEABROOK,MACEDON RANGES,46468,1.90067,Not available,0,1,1,1,0
24548,-37.696278,144.970326,69 Anderson Road,FAWKNER,MONASH,19961,1.12128,30,1,16,5,3,2
19302,-37.659085,144.935808,1 ALMURTA AVENUE,COOLAROO,COLAC-OTWAY,44817,0.88554,35,1,1,0,0,0
50248,-37.759186,145.088102,43 Yarra Valley Boulevard,BULLEEN,MARIBYRNONG,19935,2.4243,34,1,22,7,5,3
23828,-37.648193,144.903629,9 Maclaren Court,GREENVALE,HORSHAM,44817,2.43714,35,1,0,0,0,0
49768,-37.808286,145.067477,9 Haig Street,DEEPDENE,BULOKE,19892,1.9611,18,1,0,0,0,0
66777,-37.788788,145.327087,91 Cardigan Road,MOOROOLBARK,WEST WIMMERA,19877,1.36789,46,1,0,0,0,0
5491,-37.787943,144.857761,13 Alwyn Court,BRAYBROOK,HUME,20022,1.33881,17,1,332,227,156,80
47061,-37.720387,145.16036,33 Malabar Crescent,ELTHAM,FRANKSTON,19987,1.34098,52,1,3,3,2,1
51229,-37.793999,145.125259,3/27 Tram Road,DONCASTER,MORELAND,20042,2.82788,22,1,111,55,48,25
37091,-37.652698,145.040325,22 Maywood Drrive,EPPING,FRANKSTON,20005,0.89992,51,1,3,3,2,1
46743,-37.689703,145.160816,186 Zig Zag Road,ELTHAM,FRANKSTON,19988,1.83751,56,1,3,3,2,1
33457,-37.712026,145.013242,1/43 Orrong Avenue,RESERVOIR,EAST GIPPSLAND,20009,0.56466,41,1,1,0,0,0
76884,-37.933254,145.126756,5 Hadkinson Street,CLAYTON SOUTH,GOLDEN PLAINS,19915,1.09947,31,1,0,0,0,0
96276,-37.910913,145.033265,81A Wheatley Road,MCKINNON,HORSHAM,19940,0.4472,28,1,0,0,0,0
46705,-37.705597,145.169113,17 Milborne Crescent,ELTHAM,FRANKSTON,19987,2.0735,52,1,3,3,2,1
74619,-37.904509,145.057364,15 Hunter Street,CARNEGIE,MELBOURNE,19941,1.56578,27,1,23,12,8,5
76950,-37.923153,145.129831,65 Moriah Street,CLAYTON,HINDMARSH,19915,0.83391,31,1,0,0,0,0
30260,-37.765288,145.001332,6 Dally Street,NORTHCOTE,MURRINDINDI,20015,0.3988,29,1,0,0,0,0
38061,-37.770259,145.018091,182A Gillies Street,FAIRFIELD,NILLUMBIK,19930,0.99756,26,1,4,2,1,1
92566,-38.00257,145.101148,10 Affinity Close,MORDIALLOC,PORT PHILLIP,19863,1.26466,48,1,25,9,5,3
63000,-37.829022,145.241273,54 Balfour Avenue,HEATHMONT,HORSHAM,19871,0.29892,37,1,0,0,0,0
37999,-37.785821,145.018614,14 The Esplanade,FAIRFIELD,NILLUMBIK,19930,0.75534,26,1,4,2,1,1
38009,-37.782599,145.018833,15 Arthur Street,FAIRFIELD,NILLUMBIK,19930,0.41756,26,1,4,2,1,1
31943,-37.737173,145.015747,15 Murphy Grove,PRESTON,BOROONDARA,20012,1.35066,35,1,12,3,2,1
74722,-37.892593,145.052474,19 Reserve Avenue,CARNEGIE,MELBOURNE,19920,0.88723,20,1,23,12,8,5
89153,-37.946431,145.012441,11a Minnie Street,SANDRINGHAM,PYRENEES,19948,0.81659,Not available,0,0,0,0,0
16416,-37.703018,144.918428,12 Nelson Street,GLENROY,WYNDHAM,20032,0.19969,28,1,99,45,34,20
8181,-37.756259,144.778817,18 Blackwood Court,CAIRNLEA,YARRA RANGES,20002,2.25888,28,1,5,3,2,1
80879,-37.988682,145.218554,164 Foster Street,DANDENONG,CARDINIA,19888,0.78767,46,1,25,10,5,3
59329,-37.809803,145.208878,11 Nara Road,MITCHAM,PORT PHILLIP,19901,1.06894,32,1,25,9,5,3
87723,-37.934345,145.016712,42 Earlsfield Road,HAMPTON,WYNDHAM,19949,1.39783,Not available,0,99,45,34,20
85663,-37.881168,145.002731,45 Regent Street,ELSTERNWICK,MORELAND,19954,0.43033,Not available,0,111,55,48,25
13315,-37.723425,144.769031,6 Dunai Walk,DELAHEY,BULOKE,20001,2.27086,31,1,0,0,0,0
3971,-37.821086,144.891278,94 Francis st,YARRAVILLE,MITCHELL,19996,0.59467,Not available,0,14,5,3,1
77240,-37.933346,145.100254,41 Bunney Road,CLARINDA,BULOKE,19915,2.02507,31,1,0,0,0,0
41787,-37.74397,145.071386,2 Leon Avenue,ROSANNA,EAST GIPPSLAND,19936,0.47747,36,1,1,0,0,0
71915,-37.851569,145.269139,1/113 Scoresby Road,BAYSWATER,INDIGO,19870,1.09878,41,1,-1,0,0,0
12814,-37.711559,144.776001,27 Marylou Court,DELAHEY,BULOKE,20000,1.17212,34,1,0,0,0,0
31558,-37.756374,145.007202,96 Flinders Street,THORNBURY,LATROBE,20014,0.77373,31,1,2,2,1,0
